A F Station Yelahanka,13.131581,77.624029,59,3,55,8,58,3,98,284,871,67,59,39,4,4,4,42,4,4,4,4,45
Hunasamaranahalli,13.151616,77.620559,1,0,16,1,20,0,27,65,2042,15,13,8,1,1,1,9,1,1,1,1,10
Hunasanahalli,12.984909,78.17064,34,0,106,3,28,0,212,383,4121,91,80,53,5,5,5,57,5,5,5,5,61
Hunkunda,13.05043,78.245648,125,18,194,0,591,17,97,1042,1398,249,218,145,15,15,15,156,15,15,15,15,166
Huskur,12.861299,77.706789,2,0,0,0,6,2,7,17,2876,3,3,2,0,0,0,2,0,0,0,0,2
Ibasapura,13.243353,77.820957,47,0,69,11,191,12,263,593,3765,142,124,82,9,9,9,88,9,9,9,9,94
Iggalur,12.786632,77.704156,48,4,29,17,38,0,53,189,2435,45,39,26,3,3,3,28,3,3,3,3,30
Ijoor Ramangaram,12.722254,77.270728,5,1,21,1,21,2,2,53,912,12,10,7,1,1,1,7,1,1,1,1,8
Indalavadi,12.728673,77.641688,22,0,97,35,38,2,159,353,3507,84,73,49,5,5,5,52,5,5,5,5,56
Ittmadu,25.488102,86.783456,36,0,7,1,48,1,33,126,4771,30,26,17,2,2,2,18,2,2,2,2,20
Jadigenahalli,13.051533,77.853119,93,14,247,55,211,0,2,622,1052,148,130,86,9,9,9,93,9,9,9,9,99
Jagadapura,12.50579,77.226212,26,0,70,26,16,0,81,219,3471,52,45,30,3,3,3,32,3,3,3,3,34
Jakkanahalli,13.231388,76.729599,0,0,0,0,1,0,0,1,4737,0,0,0,0,0,0,0,0,0,0,0,0
Jakkasandra,13.089412,77.965936,63,0,192,62,139,0,133,589,737,141,123,82,8,8,8,88,8,8,8,8,94
Jalamangala,12.821483,77.220964,67,0,95,16,171,4,103,456,4015,109,95,63,7,7,7,68,7,7,7,7,72
Jalige,13.22689,77.585522,244,64,196,31,74,0,594,1203,6729,288,252,168,17,17,17,180,17,17,17,17,192
Jodidasarahalli,13.09978,77.836088,44,2,24,2,36,0,52,160,1585,38,33,22,2,2,2,24,2,2,2,2,25
K.Karenahalli,13.26971,77.977374,77,28,19,17,422,200,575,1338,6548,321,280,187,19,19,19,200,19,19,19,19,214
K.Satyavara,28.654899,77.428623,34,0,90,21,77,0,30,252,5329,60,52,35,4,4,4,37,4,4,4,4,40
Kabbal,12.500927,77.304075,0,0,0,0,0,0,0,0,3614,0,0,0,0,0,0,0,0,0,0,0,0
Kadabagere,12.996485,77.432955,71,12,128,0,101,2,66,380,3388,91,79,53,5,5,5,57,5,5,5,5,60
Kadahalli,13.962472,75.061889,28,5,91,31,78,0,100,333,5521,79,69,46,5,5,5,49,5,5,5,5,53
Kadalappanahalli,13.374058,77.408529,111,125,375,31,250,18,3160,4070,6367,976,854,569,58,58,58,610,58,58,58,58,651
Kadanur,12.226142,75.778462,34,0,64,30,126,0,49,303,4531,72,63,42,4,4,4,45,4,4,4,4,48
Kaggala Halli,12.52952,76.222681,82,29,644,104,11,83,474,1427,4047,342,299,199,20,20,20,214,20,20,20,20,228
Kailancha,12.669956,77.328627,59,6,161,34,162,13,110,545,6015,130,114,76,8,8,8,81,8,8,8,8,87
Kalari,13.009141,77.169336,3,0,3,0,8,0,0,14,4625,3,2,1,0,0,0,2,0,0,0,0,2
Kallahalli,12.52454,76.87327,103,0,119,14,252,2,440,930,5340,223,195,130,13,13,13,139,13,13,13,13,148
Kallanakupppe,13.31707,76.245522,11,0,18,0,24,6,15,74,2773,17,15,10,1,1,1,11,1,1,1,1,11
Kalludevanahalli,12.7753,76.757503,0,0,0,0,0,0,0,0,3336,0,0,0,0,0,0,0,0,0,0,0,0
Kalya,12.979385,77.181536,198,3,205,8,205,7,70,696,3959,166,145,97,10,10,10,104,10,10,10,10,111
Kambalu,13.16693,77.24036,0,0,1,0,0,0,0,1,3508,0,0,0,0,0,0,0,0,0,0,0,0
Kanakapura Bazar,12.543748,77.423846,40,5,119,24,155,0,7,350,6587,84,73,48,5,5,5,52,5,5,5,5,56
Kanakapura,12.543748,77.423846,62,6,57,20,94,3,168,410,5701,98,85,57,6,6,6,61,6,6,6,6,65
Kanasavadi,13.20969,77.437131,109,2,85,8,251,2,113,570,3349,136,119,79,8,8,8,85,8,8,8,8,91
Kanchugaranahalli,14.176031,75.770235,79,5,139,10,229,0,489,951,4365,228,199,132,14,14,14,142,14,14,14,14,152
Kannamangala,13.027413,77.76972,0,0,1,0,8,3,0,12,6397,2,2,1,0,0,0,1,0,0,0,0,1
Kannamangala,13.027413,77.76972,18,0,92,25,57,0,43,235,6738,56,49,32,3,3,3,35,3,3,3,3,37
Kannur,11.871823,75.378472,99,0,91,16,175,2,47,430,4542,103,90,60,6,6,6,64,6,6,6,6,68
Kanva,16.173134,75.659729,1,0,0,0,0,0,0,1,4321,0,0,0,0,0,0,0,0,0,0,0,0
Karahalli,12.99652,78.182843,25,2,147,21,133,0,244,572,6641,136,120,80,8,8,8,85,8,8,8,8,91
Karikaldoddi,12.64892,77.50289,32,8,13,4,36,1,86,180,3510,43,37,25,2,2,2,27,2,2,2,2,28
Karlamangala,12.912928,77.263431,67,5,26,15,238,89,507,947,4245,226,198,132,14,14,14,142,14,14,14,14,151
Kattigenahalli,13.116102,77.633355,2,0,0,1,12,0,0,15,973,3,3,2,0,0,0,2,0,0,0,0,2
Kembliganahalli,13.131145,77.882971,34,0,27,0,57,24,12,154,4159,36,31,21,2,2,2,23,2,2,2,2,24
Kempasagara,13.387816,76.234907,19,0,38,1,42,1,15,116,5077,27,24,16,2,2,2,17,2,2,2,2,18
Kithanahalli,13.008884,77.418483,7,0,16,0,28,0,66,117,3950,27,24,16,2,2,2,17,2,2,2,2,18
Kodamballi,8.695477,76.770122,12,0,24,0,41,0,93,170,4358,40,35,23,2,2,2,25,2,2,2,2,27
Kodigehalli,13.056222,77.576593,73,7,200,35,159,0,91,565,2434,135,118,78,8,8,8,84,8,8,8,8,90
Kodihalli,12.963424,77.649353,5,0,19,1,28,0,28,81,4768,19,16,11,1,1,1,12,1,1,1,1,12
Koira,21.907891,85.25153,75,5,76,13,88,2,64,323,4613,77,67,45,5,5,5,48,5,5,5,5,51
Kolagondanahalli,12.460729,77.609725,16,1,64,0,31,0,83,195,4474,46,40,27,3,3,3,29,3,3,3,3,31
Koligere,13.302151,77.391771,0,0,2,0,0,1,0,3,3919,0,0,0,0,0,0,0,0,0,0,0,0
Kollalagatta,13.195718,77.322555,7,0,21,3,32,2,60,125,5643,30,25,17,2,2,2,18,2,2,2,2,20
Kollathur,12.749793,79.14363,91,10,143,4,136,0,471,855,2557,205,179,119,12,12,12,128,12,12,12,12,136
Kolliganahalli,12.711586,77.40762,27,0,95,16,160,4,79,381,2492,91,79,53,5,5,5,57,5,5,5,5,60
Kongadiyappa Road,22.61373,88.41263,27,14,14,2,42,0,185,284,6767,67,59,39,4,4,4,42,4,4,4,4,45
Konnagatta,12.930264,77.463923,0,0,0,0,2,0,0,2,4381,0,0,0,0,0,0,0,0,0,0,0,0
Korati,12.899752,76.966877,86,7,182,2,146,0,414,837,1789,200,175,116,12,12,12,125,12,12,12,12,133
Kottagalu,12.664043,77.389733,33,30,76,7,118,2,287,553,4467,132,115,77,8,8,8,82,8,8,8,8,88
Krishnapuradoddi,12.682537,77.311857,56,35,94,16,98,0,201,500,5983,120,105,70,7,7,7,75,7,7,7,7,80
Kudlur,13.209068,75.838138,29,0,35,1,72,0,20,157,4848,37,32,21,2,2,2,23,2,2,2,2,24
Kudur,13.108057,77.165789,77,13,198,10,502,0,432,1232,5328,295,258,172,18,18,18,184,18,18,18,18,196
Kugur,12.901721,77.806114,106,0,142,10,130,0,619,1007,2522,241,211,140,14,14,14,151,14,14,14,14,160
Kuluvanahalli,13.175378,77.297475,65,2,90,8,142,12,115,434,2679,103,90,60,6,6,6,65,6,6,6,6,69
Kumbalahalli,13.091466,77.79338,53,0,61,5,23,0,199,341,4413,81,71,47,5,5,5,51,5,5,5,5,54
Kundana,25.38094,88.297067,44,0,111,16,0,0,54,225,2887,54,46,31,3,3,3,33,3,3,3,3,36
Kurupet,12.537321,77.422015,37,3,18,3,15,0,13,89,3759,21,18,12,1,1,1,13,1,1,1,1,14
Kutgal,12.776086,77.241336,26,3,196,54,0,0,147,426,825,102,89,59,6,6,6,63,6,6,6,6,68
Kyasapura,14.247722,76.305204,10,0,6,0,4,0,14,34,3644,7,6,4,1,1,1,5,1,1,1,1,5
Lakkenahalli,13.043527,77.397036,126,0,87,15,300,6,111,645,2341,154,135,90,9,9,9,96,9,9,9,9,103
Lakkojanahalli,12.640923,77.278224,240,5,475,14,559,141,300,1734,5952,415,363,242,25,25,25,260,25,25,25,25,277
Lakkondanahalli,12.808221,75.996453,45,31,57,35,238,0,116,522,2753,124,109,72,8,8,8,78,8,8,8,8,83
Lakkur,12.002172,76.424563,24,0,116,2,34,4,62,242,3839,57,50,33,4,4,4,36,4,4,4,4,38
Lakshmipura,13.446973,78.298514,7,1,9,2,138,0,59,216,5794,51,45,30,3,3,3,32,3,3,3,3,34
Lakshmipura,13.446973,78.298514,4,0,1,0,7,0,0,12,874,2,2,1,0,0,0,1,0,0,0,0,1
Lalaghatta,12.64256,77.2108,33,3,129,16,60,0,0,241,3531,57,50,33,3,3,3,36,3,3,3,3,38
Madabal,16.850308,76.289924,16,1,29,0,6,1,2,55,3977,13,11,7,1,1,1,8,1,1,1,1,8
Madalakote,13.115083,77.310834,86,12,128,4,208,0,349,787,6698,188,165,110,11,11,11,118,11,11,11,11,125
Madanayakanahalli,13.060724,77.462351,44,0,78,25,40,5,195,387,6372,92,81,54,5,5,5,58,5,5,5,5,61
Madavara,13.053579,77.472571,40,0,106,14,73,2,45,280,3023,67,58,39,4,4,4,42,4,4,4,4,44
Madigondanahalli,13.069484,77.20806,68,0,41,1,75,2,34,221,3621,52,46,30,3,3,3,33,3,3,3,3,35
Magadi,12.952677,77.228238,57,4,47,7,55,2,48,220,6264,52,46,30,3,3,3,33,3,3,3,3,35
Mahadevapura,12.990723,77.68741,56,25,90,28,41,0,264,504,1952,120,105,70,7,7,7,75,7,7,7,7,80
Makali,12.895809,74.885438,4,0,21,2,34,0,34,95,5811,22,19,13,1,1,1,14,1,1,1,1,15
Makali,12.895809,74.885438,4,0,25,0,13,0,42,84,5749,19,17,11,1,1,1,12,1,1,1,1,13
Malgal,12.906705,77.611286,1,0,3,0,5,0,1,10,5729,2,1,1,0,0,0,1,0,0,0,0,1
Mallarabanavadi,13.073525,77.379256,31,0,18,16,81,0,46,192,2777,45,40,26,3,3,3,28,3,3,3,3,30
Mallathahalli,12.956532,77.502492,69,9,353,79,280,0,380,1170,6499,280,245,163,17,17,17,175,17,17,17,17,187
Mallligemetlu,13.095134,75.831198,29,10,108,41,3,0,68,259,711,61,54,36,4,4,4,38,4,4,4,4,41
Malur,13.001665,77.938209,3,0,0,0,7,1,3,14,1742,3,2,1,0,0,0,2,0,0,0,0,2
Manchanabele,12.867479,77.334084,18,0,9,19,9,1,21,77,3326,18,15,10,1,1,1,11,1,1,1,1,12
Manchanayakanahalli,12.834844,77.417397,112,2,624,54,718,56,483,2049,2271,491,430,286,29,29,29,307,29,29,29,29,327
Manchegowdanapalya,12.722987,77.38056,36,5,52,22,87,1,158,361,6013,86,75,50,5,5,5,54,5,5,5,5,57
Mandibele,13.268523,77.788856,48,0,28,1,60,16,18,171,3890,40,35,23,3,3,3,25,3,3,3,3,27
Mandigere,13.164653,77.36995,22,17,100,10,149,0,810,1108,3332,265,232,154,16,16,16,166,16,16,16,16,177
Mankunda,12.665583,77.142564,1,1,6,0,3,0,0,11,5941,2,1,1,0,0,0,1,0,0,0,0,1
Manne,13.255186,77.295501,23,0,53,0,38,0,137,251,6058,60,52,34,4,4,4,37,4,4,4,4,40
Manniganahalli,13.053547,77.18726,0,1,31,0,61,0,6,99,797,23,20,13,2,2,2,14,2,2,2,2,15
Maralakunte,13.132168,77.705545,0,0,0,0,0,0,0,0,2659,0,0,0,0,0,0,0,0,0,0,0,0
Maralavadi,12.61101,77.52606,42,10,207,53,162,0,137,611,5421,146,127,85,9,9,9,91,9,9,9,9,97
Marale,16.78395,73.872875,1,0,1,0,1,1,1,5,5458,1,0,0,0,0,0,0,0,0,0,0,0
Marasandra,13.099406,77.714586,21,1,31,3,63,2,155,276,1230,66,57,38,4,4,4,41,4,4,4,4,44
Marchanhalli,13.448386,77.270887,35,6,290,2,249,0,331,913,4883,219,191,127,13,13,13,136,13,13,13,13,146
Marikuppe,13.042187,77.297984,14,0,5,0,80,7,31,137,2883,32,28,18,2,2,2,20,2,2,2,2,21
Marlebekuppe,12.436903,77.411579,9,0,0,0,16,1,0,26,6376,6,5,3,0,0,0,3,0,0,0,0,4
Marsur,12.764994,77.712453,1041,403,5158,1154,198,96,3792,11842,3455,2841,2486,1657,169,169,169,1776,169,169,169,169,1894
Mathahalli,13.107693,77.456736,9,3,99,0,30,2,20,163,727,39,34,22,2,2,2,24,2,2,2,2,26
Mathikere,13.035619,77.557329,1256,30,192,8,3987,267,3668,9408,2264,2257,1975,1316,134,134,134,1411,134,134,134,134,1505
Mayaganahalli,12.771326,77.33572,53,0,4,1,89,4,18,169,6201,40,35,23,2,2,2,25,2,2,2,2,26
Mayasandra,12.751837,77.746805,112,0,86,14,198,2,211,623,698,149,130,87,9,9,9,93,9,9,9,9,99
Mayasandra,12.751837,77.746805,4391,57,4547,664,8049,390,5281,23379,726,5610,4909,3272,334,334,334,3506,334,334,334,334,3740
Medamaranahalli,12.700988,77.450937,27,0,47,3,61,0,53,191,6065,45,39,26,3,3,3,28,3,3,3,3,30
Melekote,12.557493,77.414611,17,14,12,15,25,0,72,155,4993,37,32,21,2,2,2,23,2,2,2,2,24
Mogenahalli,12.699148,77.147121,70,1,123,10,98,0,322,624,1918,149,130,87,9,9,9,93,9,9,9,9,99
Motagondanahalli,13.417644,77.331302,17,2,62,22,64,0,77,244,6706,58,51,34,3,3,3,36,3,3,3,3,38
Mudugere,12.646908,77.127869,5,0,7,0,0,0,0,12,3879,2,2,1,0,0,0,1,0,0,0,0,1
Mugabala,13.118411,77.889005,103,2,347,54,353,0,899,1758,4450,421,369,246,25,25,25,263,25,25,25,25,281
Mullahalli,12.391016,77.447485,37,0,126,43,45,0,41,292,1302,69,61,40,4,4,4,43,4,4,4,4,46
Mylanahalli,13.186359,77.696359,2,0,0,0,5,0,1,8,4629,1,1,0,0,0,0,1,0,0,0,0,1
Mylanayakanhalli,14.435066,75.62469,15,0,35,16,84,9,64,223,6079,53,46,31,3,3,3,33,3,3,3,3,35
Nagavara,13.040066,77.613414,85,0,88,17,320,20,171,701,6460,168,147,98,10,10,10,105,10,10,10,10,112
Nandagudi,13.203511,77.900908,5,0,13,0,7,0,3,28,2803,6,5,3,0,0,0,4,0,0,0,0,4
Narasandra,13.064459,77.17317,24,21,30,6,292,1,161,535,5869,128,112,74,8,8,8,80,8,8,8,8,85
Narasipura,13.110331,77.463008,5,0,33,0,28,10,1,77,5901,18,15,10,1,1,1,11,1,1,1,1,12
Narayanapura,12.60576,76.626769,15,0,45,0,104,0,232,396,6562,94,82,55,6,6,6,59,6,6,6,6,63
Narayanapura,12.60576,76.626769,14,2,45,4,182,2,77,326,2302,78,68,45,5,5,5,48,5,5,5,5,52
Nelamangala,13.09963,77.391274,31,0,112,0,62,5,10,220,5823,52,46,30,3,3,3,33,3,3,3,3,35
Nelavagilu,14.295752,75.373671,79,39,183,27,163,0,0,491,780,117,102,68,7,7,7,73,7,7,7,7,78
Neralur,12.795836,77.728767,4,0,5,0,13,0,0,22,2784,4,4,2,0,0,0,3,0,0,0,0,3
Neralur,12.795836,77.728767,56,4,13,1,219,11,235,539,4240,129,112,75,8,8,8,80,8,8,8,8,86
Neriga,12.912101,77.777123,69,18,64,5,314,132,422,1024,733,245,214,143,15,15,15,153,15,15,15,15,163
Niduvanda,13.240868,77.271837,31,1,52,13,73,1,116,287,5378,68,60,40,4,4,4,43,4,4,4,4,45
Obalapura,14.200988,76.828334,0,0,0,0,0,0,0,0,2728,0,0,0,0,0,0,0,0,0,0,0,0
Purushanahalli,13.23761,77.39277,7,0,5,1,16,0,10,39,4793,9,7,5,1,1,1,5,1,1,1,1,6
Rajaghatta,12.611105,76.586144,27,3,7,2,3,0,10,52,3877,12,10,7,1,1,1,7,1,1,1,1,8
Ramanagaram,12.72517,77.27298,19,1,20,3,31,2,46,122,2724,28,25,16,2,2,2,18,2,2,2,2,19
Rameshwara,13.751714,74.725804,39,0,65,1,228,7,152,492,3445,117,103,68,7,7,7,73,7,7,7,7,78
Rampura,24.464881,75.43793,32,1,71,24,45,0,23,196,6031,46,40,27,3,3,3,29,3,3,3,3,31
Reddihalli,14.258346,76.703021,10,0,16,0,0,0,33,59,6476,13,12,8,1,1,1,8,1,1,1,1,9
Sadahalli,12.552984,77.164013,0,0,0,0,0,0,0,0,3610,0,0,0,0,0,0,0,0,0,0,0,0
Sakkaaregollahalli,17.542539,76.412465,14,0,47,2,173,6,149,391,5837,93,81,54,6,6,6,58,6,6,6,6,62
Samandur,12.714872,77.75346,2,0,4,0,24,0,21,51,5319,12,10,6,1,1,1,7,1,1,1,1,8
Sankighatta,13.0778,77.110801,1,0,0,0,0,0,0,1,2384,0,0,0,0,0,0,0,0,0,0,0,0
Sarjapura,12.861225,77.786347,47,10,86,9,95,2,195,444,6744,106,93,62,6,6,6,66,6,6,6,6,70
Sasalu,13.239611,76.713972,4,0,3,1,8,0,13,29,4165,6,6,4,0,0,0,4,0,0,0,0,4
Sathanur,12.555264,76.899954,34,7,17,6,211,82,317,674,3747,161,141,94,10,10,10,101,10,10,10,10,107
Sathanur,12.555264,76.899954,54,9,248,15,94,1,235,656,3152,157,137,91,9,9,9,98,9,9,9,9,104
Shanumangala,12.793571,77.430961,8,3,43,7,6,0,43,110,5541,26,22,15,2,2,2,16,2,2,2,2,17
Shettihalli,13.059696,77.519664,26,1,38,0,40,1,40,146,4034,34,30,20,2,2,2,21,2,2,2,2,23
Shivagange,13.726537,75.801112,0,0,0,0,0,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,0,0
Shivanahalli,12.723683,77.575143,29,0,184,3,84,0,380,680,4802,163,142,95,10,10,10,102,10,10,10,10,108
Shivanapura,13.048931,77.421372,11,0,73,0,22,1,73,180,4181,43,37,25,2,2,2,27,2,2,2,2,28
Shivanapura,13.048931,77.421372,58,6,8,0,75,2,9,158,935,37,33,22,2,2,2,23,2,2,2,2,25
Shivapura,12.603234,77.051048,35,7,52,20,79,4,21,218,958,52,45,30,3,3,3,32,3,3,3,3,34
Singarajipura,12.553288,77.273702,5,1,16,0,5,0,3,30,2856,7,6,4,0,0,0,4,0,0,0,0,4
Sirigiripura,14.6234,74.83715,31,0,20,10,94,1,202,358,6197,85,75,50,5,5,5,53,5,5,5,5,57
Sogala,20.187737,86.30828,5,0,6,0,14,0,19,44,2977,10,9,6,1,1,1,6,1,1,1,1,6
Soladevanahalli,13.092037,77.488283,106,1,148,14,376,7,243,895,4074,214,187,125,13,13,13,134,13,13,13,13,143
Solur,12.66664,77.68808,23,0,251,79,1,0,154,508,2372,121,106,70,7,7,7,76,7,7,7,7,81
Sondekoppa,13.019973,77.382602,22,1,13,0,32,0,40,108,5765,25,22,14,2,2,2,16,2,2,2,2,17
Sri Subramanyaghati,18.569908,84.194545,33,4,12,10,123,108,449,739,5739,177,154,103,11,11,11,110,11,11,11,11,118
Sugganahalli,13.159808,77.129757,118,13,427,38,214,0,507,1317,5888,315,276,184,19,19,19,197,19,19,19,19,210
Sugganahalli,13.159808,77.129757,1,0,0,0,0,0,0,1,1869,0,0,0,0,0,0,0,0,0,0,0,0
Sulebele,13.185467,77.80262,52,1,115,24,183,0,112,487,1511,116,102,68,7,7,7,73,7,7,7,7,77
Sulleri,12.575403,77.172227,46,0,70,0,55,18,29,218,4929,52,45,30,3,3,3,32,3,3,3,3,34
Syakaladevanapura,13.247408,77.428188,16,5,133,37,122,0,150,463,6116,111,97,64,6,6,6,69,6,6,6,6,74
T.Hosahalli,12.794251,77.677824,1,0,0,0,0,0,0,1,2705,0,0,0,0,0,0,0,0,0,0,0,0
Tagachagere,13.426127,76.513106,0,0,0,0,0,0,0,0,2776,0,0,0,0,0,0,0,0,0,0,0,0
Tarahunise,13.179089,77.587927,0,0,0,0,0,0,0,0,1571,0,0,0,0,0,0,0,0,0,0,0,0
Tattekere,12.832478,75.988836,107,5,75,11,309,11,93,611,5514,146,127,85,9,9,9,91,9,9,9,9,97
Tavarekere,12.963923,77.399314,67,0,335,46,257,0,294,999,4933,239,209,139,14,14,14,149,14,14,14,14,159
Tavarekere,12.963923,77.399314,12,0,10,0,10,0,6,38,6336,9,7,5,0,0,0,5,0,0,0,0,6
Terubeedi,12.549046,77.557825,2,1,8,3,7,0,29,50,6634,12,10,6,1,1,1,7,1,1,1,1,8
Thaggikuppe,12.987104,77.220802,23,2,87,41,50,0,4,207,1570,49,43,28,3,3,3,31,3,3,3,3,32
Thammanayakanahalli,13.426579,77.792418,104,2,57,31,456,74,763,1487,6736,356,312,208,21,21,21,223,21,21,21,21,237
Thimmasandra,12.727522,77.647855,251,0,398,7,564,41,357,1618,6754,388,339,226,23,23,23,242,23,23,23,23,258
Thippasandra,12.910189,77.743018,49,0,73,4,87,1,28,242,6747,57,50,33,4,4,4,36,4,4,4,4,38
Tippur,12.98725,76.90197,1,3,1,0,11,0,8,24,1233,5,4,3,0,0,0,3,0,0,0,0,3
Tubugere,13.287391,77.543236,12,0,34,11,12,0,1,70,3452,16,14,9,1,1,1,10,1,1,1,1,11
Tungani,12.593015,77.424146,1,0,2,0,2,0,1,6,3414,1,1,0,0,0,0,0,0,0,0,0,0
Tyamagondlu,13.214962,77.301428,17,2,3,0,30,1,3,56,4503,13,11,7,1,1,1,8,1,1,1,1,8
Udukunte,13.13227,77.23605,45,1,6,0,102,11,90,255,5537,61,53,35,4,4,4,38,4,4,4,4,40
Uganavadi,13.239654,77.656783,92,6,105,15,55,0,420,693,1035,166,145,96,10,10,10,103,10,10,10,10,110
Vagata Agrahara,13.096748,77.625778,8,0,9,1,5,0,2,25,2172,6,4,3,0,0,0,3,0,0,0,0,4
Vanakanahalli,12.671668,77.693507,67,4,105,7,382,25,180,770,2294,184,161,107,11,11,11,115,11,11,11,11,123
Veerapura,13.850425,75.659236,44,7,36,18,94,0,147,346,5156,82,72,48,5,5,5,51,5,5,5,5,55
Veeregowdanadoddi,12.49432,77.16264,67,27,42,13,298,338,483,1268,2909,304,265,177,18,18,18,190,18,18,18,18,202
Venkatagirikote,13.327017,77.734251,98,2,115,15,458,140,262,1090,720,261,228,152,16,16,16,163,16,16,16,16,174
Venkatarayanadoddi,14.018032,74.531349,239,4,448,6,588,214,414,1913,2813,459,401,267,27,27,27,286,27,27,27,27,306
Vidyanagara,13.42387,75.25952,100,3,128,13,70,0,212,526,4496,126,110,73,7,7,7,78,7,7,7,7,84
Vijayapaura,26.05742,77.36375,5,1,34,1,32,0,9,82,6371,19,16,11,1,1,1,12,1,1,1,1,12
Virupakshipura,13.125956,76.493189,40,7,34,19,479,557,400,1536,1253,368,322,214,22,22,22,230,22,22,22,22,245
Vishwanathapura,13.274335,77.648617,3025,422,10135,2335,7885,11,8660,32473,6704,7793,6819,4546,464,464,464,4870,464,464,464,464,5195
Yadamaranahalli,12.439556,77.350644,2,0,0,2,1,1,2,8,4969,1,1,0,0,0,0,1,0,0,0,0,1
Yadavanahalli,12.79019,77.751412,91,11,38,14,240,10,129,533,5778,127,111,74,8,8,8,79,8,8,8,8,85
Yelekyathanahalli,13.299272,77.269457,25,0,118,2,73,3,310,531,2087,127,111,74,8,8,8,79,8,8,8,8,84
Yeletotadahalli,12.510614,77.1919,126,5,254,31,286,27,210,939,6492,225,196,131,13,13,13,140,13,13,13,13,150
Yeliyur,12.506997,76.81618,123,3,65,9,189,18,166,573,5710,137,120,80,8,8,8,85,8,8,8,8,91
Yennegere,13.944475,76.79034,22,3,51,3,24,0,49,152,1593,36,31,21,2,2,2,22,2,2,2,2,24
Yentiganahalli,13.061724,77.345903,4,0,21,0,5,0,5,35,5713,8,7,4,0,0,0,5,0,0,0,0,5
Yerehalli,14.552496,76.492662,12,0,46,2,20,0,28,108,6194,25,22,14,2,2,2,16,2,2,2,2,17